5,标致,570,标致308-进口,
5,标致,594,标致107,
5,标致,798,标致RCZ,
5,标致,886,标致3008-进口,
5,标致,1038,标致SXC,
5,标致,1128,标致908Hybrid4,
5,标致,1187,标致508RXH,
5,标致,1259,标致208,
5,标致,1417,标致4008,
5,标致,1510,标致URBAN CROSSOVER,
5,标致,1527,标致301-进口,
5,标致,1688,标致ONYX,
5,标致,1781,标致5008,
5,标致,1902,标致108,
5,标致,1948,标致EXALT,
79,布加迪,541,威航,
79,布加迪,1419,Grand Sport,
78,宾利,217,雅致,
78,宾利,219,欧陆,
78,宾利,769,慕尚,
78,宾利,1393,飞驰,
78,宾利,1402,Falcon,
139,巴博斯,1440,巴博斯Smart,
139,巴博斯,1473,巴博斯SLK级,
139,巴博斯,1489,巴博斯CLS级,
139,巴博斯,1495,巴博斯S级,
139,巴博斯,1680,巴博斯M级,
139,巴博斯,1804,巴博斯G级,
139,巴博斯,1805,巴博斯E级,
139,巴博斯,1990,巴博斯GL级,
4,宝马,119,宝马3系,
4,宝马,168,宝马5系,
4,宝马,940,宝马5系-混动,
4,宝马,1269,宝马X1,
4,宝马,198,宝马3系-进口,
4,宝马,335,宝马7系,
4,宝马,409,宝马X3,
4,宝马,411,宝马X5,
4,宝马,412,宝马Z4,
4,宝马,415,宝马6系,
4,宝马,416,宝马5系-进口,
4,宝马,529,宝马1系,
4,宝马,558,宝马X6,
4,宝马,665,宝马X1-进口,
4,宝马,789,宝马7系-混动,
4,宝马,790,宝马X6-混动,
4,宝马,985,宝马Vision ConnectedDrive,
4,宝马,1048,宝马Active E,
4,宝马,1148,宝马Z2,
4,宝马,1319,宝马5系-混动-进口,
4,宝马,1377,宝马3系-混动,
4,宝马,1556,宝马4系,
4,宝马,1613,宝马X4,
4,宝马,1639,宝马2系Active Tourer,
4,宝马,1651,宝马5系GT,
4,宝马,1652,宝马3系GT,
4,宝马,1811,宝马2系,
4,宝马,1941,宝马X7,
4,宝马,1981,宝马Future Luxury,
4,宝马,583,宝马M3,
4,宝马,621,宝马M5,
4,宝马,622,宝马M6,
4,宝马,693,宝马X5M,
4,宝马,694,宝马X6M,
4,宝马,1251,宝马1系M,
4,宝马,1769,宝马M4,
4,宝马,1824,宝马M2,
4,宝马,911,宝马i8,
4,宝马,1210,宝马i3,
129,宝骏,59,宝骏乐驰,
129,宝骏,873,宝骏630,
129,宝骏,1866,宝骏610,
129,宝骏,1935,宝骏730,
116,北京汽车,905,北京汽车BJ40,
116,北京汽车,1035,北汽T60,
116,北京汽车,1044,北汽B90,
116,北京汽车,1074,北汽B70,
116,北京汽车,1082,北京汽车E系列,
116,北京汽车,1504,北汽C51X,
116,北京汽车,1505,北汽C60F,
116,北京汽车,1507,北汽C90L,
116,北京汽车,1683,北汽Concept500,
116,北京汽车,1985,北京汽车BJ100,
116,北京汽车,1986,北京汽车BJ80,
77,保时捷,256,911,
77,保时捷,371,Cayman,
77,保时捷,372,卡宴,
77,保时捷,373,Boxster,
77,保时捷,393,Carrera GT,
77,保时捷,615,Panamera,
77,保时捷,833,卡宴-混动,
77,保时捷,917,Macan,
77,保时捷,921,Panamera-混动,
77,保时捷,1028,918 Spyder,
26,比亚迪,28,福莱尔,
26,比亚迪,188,比亚迪F3,
26,比亚迪,453,比亚迪S8,
26,比亚迪,503,比亚迪F6,
26,比亚迪,548,比亚迪F0,
26,比亚迪,696,比亚迪G3,
26,比亚迪,752,比亚迪L3,
26,比亚迪,753,比亚迪F3DM,
26,比亚迪,783,比亚迪S6,
26,比亚迪,785,比亚迪M6,
26,比亚迪,881,比亚迪e6,
26,比亚迪,882,比亚迪G6,
26,比亚迪,1436,秦,
26,比亚迪,1446,比亚迪速锐,
26,比亚迪,1586,比亚迪思锐,
26,比亚迪,1692,比亚迪S7,
26,比亚迪,1959,唐,
26,比亚迪,1960,比亚迪G5,
26,比亚迪,1962,比亚迪M3,
26,比亚迪,2104,商,
132,长安商用车,31,星韵,
132,长安商用车,33,镭蒙,
132,长安商用车,158,CM8,
132,长安商用车,880,长安之星7,
132,长安商用车,1139,多功能售货车,
132,长安商用车,1282,欧诺,
132,长安商用车,1581,长安之星,
132,长安商用车,1585,欧力威,
132,长安商用车,1744,长安星光4500,
132,长安商用车,1745,长安之星2,
132,长安商用车,1746,长安之星S460,
132,长安商用车,1818,尊行,
132,长安商用车,1819,睿行,
132,长安商用车,2024,长安神骐,
132,长安商用车,2118,长安之星9,
29,长城,34,长城赛弗,
29,长城,35,长城赛影,
29,长城,184,长城赛骏SUV,
29,长城,515,长城精灵,
29,长城,516,长城V80,
29,长城,586,长城炫丽,
29,长城,625,长城酷熊,
29,长城,674,长城M1,
29,长城,713,长城凌傲,
29,长城,744,长城M2,
29,长城,757,长城C30,
29,长城,775,长城C50,
29,长城,777,长城C70,
29,长城,781,长城炫丽CROSS,
29,长城,782,长城风骏5,
29,长城,934,长城M4,
29,长城,965,长城C20R,
29,长城,968,长城C20EV,
29,长城,999,长城风骏CL,
29,长城,2012,长城风骏6,
29,长城,2106,欧拉,
27,昌河汽车,43,爱迪尔A+,
27,昌河汽车,419,福瑞达,
27,昌河汽车,1153,福运,
27,昌河汽车,2068,福瑞达微卡,
27,昌河汽车,2077,福瑞达M50,
158,成功汽车,2054,成功V1,
158,成功汽车,2069,成功X1,
158,成功汽车,2071,成功K1,
158,成功汽车,2072,成功K2,
158,成功汽车,2073,成功V2,
28,长安汽车,452,奔奔,
28,长安汽车,485,杰勋,
28,长安汽车,540,志翔,
28,长安汽车,604,悦翔,
28,长安汽车,723,奔奔mini,
28,长安汽车,786,CX30,
28,长安汽车,858,CX20,
28,长安汽车,946,逸动,
28,长安汽车,1081,Green-i,
28,长安汽车,1110,长安VOSS,
28,长安汽车,1120,奔奔love-电动版,
28,长安汽车,1126,长安D级,
28,长安汽车,1494,CS35,
28,长安汽车,1497,睿骋,
28,长安汽车,1514,悦翔V5,
28,长安汽车,1532,悦翔V3,
28,长安汽车,1694,CS95,
28,长安汽车,1696,致尚XT,
28,长安汽车,1765,CS75,
28,长安汽车,1984,逸动-混动,
28,长安汽车,2043,悦翔V7,
28,长安汽车,2101,逸动 EV,
122,DS,1397,DS 6,
122,DS,1784,DS 5,
122,DS,1863,DS 5LS,
122,DS,839,DS3,
122,DS,969,DS4,
122,DS,970,DS5-进口,
122,DS,1093,DS survolt,
122,DS,1248,DS5-混动,
122,DS,1424,Numero9,
122,DS,2085,神韵,
35,东南,71,菱帅,
35,东南,72,得利卡,
35,东南,73,富利卡,
35,东南,561,V3菱悦,
35,东南,894,希旺,
35,东南,973,V5菱致,
35,东南,1142,V3菱悦-电动,
35,东南,1274,得利卡-电动,
35,东南,1500,V6菱仕,
35,东南,1976,东南R7,
35,东南,1977,V6菱仕CROSS,
134,东风,504,奥丁,
134,东风,505,御轩,
134,东风,616,帕拉骐,
134,东风,689,锐骐厢式车,
134,东风,691,帅客,
134,东风,728,锐骐皮卡,
134,东风,1087,帅客电动版,
134,东风,1622,俊风CV03,
134,东风,1844,俊风,
6,大众,11,捷达,
6,大众,12,宝来-经典,
6,大众,13,高尔夫,
6,大众,187,开迪,
6,大众,410,速腾,
6,大众,459,迈腾,
6,大众,573,新宝来,
6,大众,765,CC,
6,大众,5,桑塔纳,
6,大众,6,帕萨特,
6,大众,8,高尔,
6,大众,162,途安,
6,大众,549,朗逸,
6,大众,567,Polo,
6,大众,645,PASSAT新领驭,
6,大众,680,途观,
6,大众,1673,朗行,
6,大众,1772,桑塔纳志俊,
6,大众,1783,朗境,
6,大众,1970,凌渡,
6,大众,353,甲壳虫,
6,大众,355,辉腾,
6,大众,356,途锐,
6,大众,422,夏朗,
6,大众,555,迈特威,
6,大众,556,Eos,
6,大众,596,尚酷,
6,大众,606,帕萨特R36,
6,大众,607,CC-进口,
6,大众,612,Tiguan,
6,大众,923,高尔夫-进口,
6,大众,936,途锐-混动,
6,大众,1199,Amarok,
6,大众,1281,迈腾-进口,
6,大众,1320,Passat Alltrack,
6,大众,1337,Bulli,
6,大众,1345,Cross Touran,
6,大众,1349,Cross Coupe,
6,大众,1355,E-Bugster,
6,大众,1357,Jetta,
6,大众,1367,Passat-海外,
6,大众,1369,Jetta-混动,
6,大众,1452,甲壳虫R,
6,大众,1498,辉腾Exclusive,
6,大众,1609,CrossBlue,
6,大众,1630,XL1,
6,大众,1642,e-Co-Motion,
6,大众,1758,Taigun,
6,大众,1801,Caddy,
6,大众,1823,up!-电动,
6,大众,1901,大众T-Roc,
6,大众,1925,凯路威,
6,大众,2087,高尔夫GTE,
81,大宇,327,马蒂兹,
81,大宇,328,REZZO,
159,达西亚,2064,Lodgy,
80,大发,262,大发Bego,
80,大发,438,大发Sonica,
80,大发,1304,大发FC-CASE,
80,大发,1305,大发D-X,
80,大发,1306,大发PICO,
80,大发,1332,大发Mira-eS,
7,道奇,378,凯领,
7,道奇,520,锋哲,
7,道奇,521,酷搏,
7,道奇,522,蝰蛇,
7,道奇,638,酷威,
7,道奇,1363,Dart,
7,道奇,1373,Charger,
7,道奇,1757,Ram,
7,道奇,2035,Challenger,
33,东风风神,649,风神S30,
33,东风风神,720,风神CROSS,
33,东风风神,1092,风神E30L电动车,
33,东风风神,1118,东风猛士,
33,东风风神,1123,风神S30电动版,
33,东风风神,1267,风神A60,
33,东风风神,1474,东风HUV,
33,东风风神,1939,风神AX7,
33,东风风神,1980,风神L60,
33,东风风神,1987,东风1号,
33,东风风神,2004,风神S30混动版,
33,东风风神,2005,风神A60电动车,
33,东风风神,2027,风神A30,
162,东风风度,2143,MX6,
34,东风风行,46,菱智,
34,东风风行,465,景逸,
34,东风风行,1296,景逸SUV,
34,东风风行,1668,CM7,
34,东风风行,1776,景逸X5,
34,东风风行,1894,景逸S50,
34,东风风行,1934,景逸X3,
110,东风小康,718,小康V27,
110,东风小康,799,小康K17,
110,东风小康,800,小康K07,
110,东风小康,801,小康K07II,
110,东风小康,803,小康K06,
110,东风小康,804,小康K01,
110,东风小康,805,小康K02,
110,东风小康,1138,小康K01电动售货车,
110,东风小康,1423,小康V29,
110,东风小康,1561,小康C37,
110,东风小康,1562,小康V07S,
110,东风小康,1748,小康风光,
110,东风小康,2150,小康C36,
37,福田汽车,506,蒙派克E,
37,福田汽车,589,迷迪,
37,福田汽车,1256,拓陆者,
37,福田汽车,1722,萨普,
37,福田汽车,1723,福田风景,
37,福田汽车,1724,蒙派克S,
37,福田汽车,2010,风景G7,
37,福田汽车,2112,伽途V3,
145,福汽启腾,1867,启腾M70,
10,福特,54,嘉年华,
10,福特,56,致胜,
10,福特,332,福克斯,
10,福特,466,麦柯斯,
10,福特,677,蒙迪欧,
10,福特,1466,翼搏,
10,福特,1589,翼虎,
10,福特,1695,福睿斯,
10,福特,2091,锐界,
10,福特,587,锐界-进口,
10,福特,657,野马,
10,福特,1057,福克斯EV,
10,福特,1065,福特Vertrek,
10,福特,1089,C-MAX,
10,福特,1185,嘉年华-进口,
10,福特,1233,福克斯-进口,
10,福特,1234,Evos,
10,福特,1280,探险者,
10,福特,1364,蒙迪欧-进口,
10,福特,1390,B-MAX,
10,福特,1408,KUGA,
10,福特,1566,蒙迪欧-混动,
10,福特,1646,Tourneo Courier,
10,福特,1728,E350,
10,福特,1733,F-150,
10,福特,1893,征服者,
10,福特,1973,福特Everest,
10,福特,2037,福特F650,
10,福特,668,经典全顺,
10,福特,1427,福特新世代全顺,
9,丰田,60,普拉多,
9,丰田,61,威驰,
9,丰田,100,兰德酷路泽,
9,丰田,139,花冠,
9,丰田,160,新皇冠,
9,丰田,334,锐志,
9,丰田,354,普锐斯,
9,丰田,492,卡罗拉,
9,丰田,626,RAV4,
9,丰田,1821,柯斯达,
9,丰田,406,凯美瑞,
9,丰田,544,雅力士,
9,丰田,632,汉兰达,
9,丰田,759,凯美瑞-混动,
9,丰田,887,逸致,
9,丰田,1700,广汽丰田EV,
9,丰田,1778,YARiS L 致炫,
9,丰田,1972,雷凌,
9,丰田,258,世纪,
9,丰田,259,RAV4-海外,
9,丰田,260,普瑞维亚,
9,丰田,498,汉兰达-进口,
9,丰田,524,FJ酷路泽,
9,丰田,862,埃尔法,
9,丰田,864,普拉多-进口,
9,丰田,906,杰路驰,
9,丰田,1037,RAV4-EV,
9,丰田,1049,FT-86,
9,丰田,1050,GsReiz,
9,丰田,1051,AE86,
9,丰田,1063,FT-EV II,
9,丰田,1184,Prius C,
9,丰田,1247,Avensis,
9,丰田,1299,丰田Fun-Vii,
9,丰田,1300,丰田FT-EV III,
9,丰田,1301,丰田FCV-R,
9,丰田,1346,AQUA,
9,丰田,1348,丰田GRMN II,
9,丰田,1381,NS4,
9,丰田,1410,86,
9,丰田,1415,FT-Bh,
9,丰田,1469,丰田亲两厢,
9,丰田,1470,丰田亲三厢,
9,丰田,1478,云动V2,
9,丰田,1578,丰田iQ EV,
9,丰田,1579,Auris,
9,丰田,1593,威飒Venza,
9,丰田,1753,HIACE,
9,丰田,1754,坦途,
9,丰田,1755,红杉,
9,丰田,1869,FT-1,
9,丰田,1897,AYGO,
9,丰田,1969,丰田FV2,
9,丰田,2144,Tacoma,
36,福迪,169,飞越SRV,
36,福迪,172,探索者,
36,福迪,1583,雄狮皮卡,
36,福迪,1584,小超人皮卡,
36,福迪,2078,揽福,
82,法拉利,386,F430,
82,法拉利,387,612,
82,法拉利,471,599,
82,法拉利,584,California,
82,法拉利,916,FF,
82,法拉利,1221,458,
82,法拉利,1387,F12 Berlinetta,
82,法拉利,1625,La Ferrari,
82,法拉利,1736,法拉利360,
11,菲亚特,14,西耶那,
11,菲亚特,15,派力奥,
11,菲亚特,16,周末风,
11,菲亚特,432,派朗,
11,菲亚特,1435,菲翔,
11,菲亚特,1849,致悦,
11,菲亚特,270,多宝,
11,菲亚特,271,博悦,
11,菲亚特,481,朋多,
11,菲亚特,483,领雅,
11,菲亚特,666,菲亚特500,
11,菲亚特,1228,Panda,
11,菲亚特,1278,菲跃,
11,菲亚特,1396,Ellezero,
123,GMC,1168,GMC商务之星,
123,GMC,1169,YUKON,
123,GMC,1756,Sierra,
123,GMC,1872,GMC Canyon,
112,广汽传祺,848,传祺GA5,
112,广汽传祺,958,传祺GS5,
112,广汽传祺,1064,传祺GA5-电动,
112,广汽传祺,1615,传祺E-jet,
112,广汽传祺,1616,传祺GA5-混动,
112,广汽传祺,1617,传祺GS5-电动,
112,广汽传祺,1665,传祺GA3,
112,广汽传祺,1840,传祺WITSTAR,
112,广汽传祺,1957,传祺GA6,
112,广汽传祺,2034,传祺GA3S视界,
112,广汽传祺,2067,传祺GS5速博,
112,广汽传祺,2136,传祺GS4,
133,观致,1607,观致3,
133,观致,1635,观致3 CITY SUV,
43,华晨中华,167,尊驰,
43,华晨中华,380,骏捷,
43,华晨中华,477,酷宝,
43,华晨中华,542,骏捷FRV,
43,华晨中华,644,骏捷FSV,
43,华晨中华,658,骏捷CROSS,
43,华晨中华,930,中华H530,
43,华晨中华,931,中华V5,
43,华晨中华,1077,中华EV,
43,华晨中华,1085,大中华,
43,华晨中华,1441,中华H230,
43,华晨中华,1549,中华H320,
43,华晨中华,1660,中华H330,
43,华晨中华,1677,中华H220,
43,华晨中华,1679,中华C3,
43,华晨中华,1831,中华豚,
43,华晨中华,2103,中华H530-电动,
42,华晨金杯,124,金杯海狮,
42,华晨金杯,655,阁瑞斯,
42,华晨金杯,868,金杯大海狮,
42,华晨金杯,1056,智尚S30,
42,华晨金杯,1173,金杯S50,
42,华晨金杯,1785,小海狮X30,
42,华晨金杯,1822,海星A7,
42,华晨金杯,1825,海星A9,
42,华晨金杯,1826,海星T22,
42,华晨金杯,1827,大力神,
42,华晨金杯,1919,雷龙,
42,华晨金杯,1920,金典,
42,华晨金杯,1937,金杯新海狮,
42,华晨金杯,2147,金杯T30,
42,华晨金杯,2148,金杯T32,
83,悍马,230,悍马H1,
83,悍马,231,悍马H2,
83,悍马,296,悍马H3,
119,海马郑州,746,海马王子,
119,海马郑州,849,福仕达腾达,
119,海马郑州,959,福仕达荣达,
119,海马郑州,960,海马爱尚,
119,海马郑州,961,海马ZM2,
119,海马郑州,962,海马C2,
119,海马郑州,963,海马C3,
119,海马郑州,967,海马王子-电动,
119,海马郑州,1560,福仕达鸿达,
119,海马郑州,1718,福仕达福卡,
41,红旗,102,红旗明仕,
41,红旗,103,红旗世纪星,
41,红旗,104,红旗旗舰,
41,红旗,445,红旗盛世,
41,红旗,1463,红旗H7,
41,红旗,1464,红旗L7,
41,红旗,1710,红旗L9,
41,红旗,1711,红旗L5,
41,红旗,1971,红旗H7混动版,
128,恒天汽车,1448,途腾T1,
128,恒天汽车,1449,途腾T2,
128,恒天汽车,1766,途腾T3,
128,恒天汽车,1837,欢腾H1,
38,哈飞汽车,92,路宝,
38,哈飞汽车,94,赛马,
38,哈飞汽车,186,赛豹,
38,哈飞汽车,656,路尊小霸王,
38,哈飞汽车,861,路尊大霸王,
38,哈飞汽车,1147,骏意,
38,哈飞汽车,1531,新民意,
38,哈飞汽车,1653,中意V5,
39,海马汽车,109,普力马,
39,海马汽车,111,福美来,
39,海马汽车,478,海马3,
39,海马汽车,494,海福星,
39,海马汽车,598,欢动,
39,海马汽车,716,丘比特,
39,海马汽车,739,骑士,
39,海马汽车,1122,丘比特-电动,
39,海马汽车,1277,普力马-电动,
39,海马汽车,1445,海马曜,
39,海马汽车,1597,海马M3,
39,海马汽车,1600,海马M8,
39,海马汽车,1678,海马S7,
39,海马汽车,1708,海马M6,
39,海马汽车,1832,海马S5,
39,海马汽车,2040,福美来M5,
136,哈弗,183,哈弗H3,
136,哈弗,774,哈弗M3,
136,哈弗,776,哈弗H6,
136,哈弗,778,哈弗H5,
136,哈弗,964,哈弗IF,
136,哈弗,1451,哈弗E,
136,哈弗,1601,哈弗H8,
136,哈弗,1670,哈弗H2,
136,哈弗,1684,哈弗H7,
136,哈弗,1958,哈弗H9,
136,哈弗,1982,哈弗coupe,
136,哈弗,1993,哈弗coupe c,
136,哈弗,2050,哈弗H1,
143,海格,1858,海格H5C,
143,海格,1859,海格H5V,
143,海格,2021,龙威,
143,海格,2022,御骏,
143,海格,2075,海格H6C,
143,海格,2080,海格H6V,
45,黄海,244,傲龙,
45,黄海,245,挑战者,
45,黄海,248,领航者,
45,黄海,424,翱龙,
45,黄海,528,旗胜F1,
45,黄海,1084,旗胜V3,
45,黄海,1526,大柴神,
45,黄海,1773,傲骏,
45,黄海,1938,黄海N1,
161,华颂,2108,华颂7,
44,华泰汽车,116,特拉卡,
44,华泰汽车,117,吉田,
44,华泰汽车,441,圣达菲,
44,华泰汽车,730,华泰B11,
44,华泰汽车,834,路盛E70,
44,华泰汽车,835,宝利格,
44,华泰汽车,1471,B11-EV,
44,华泰汽车,1956,新圣达菲,
44,华泰汽车,2008,路盛E90,
84,霍顿,293,政治家,
84,霍顿,910,Captiva,
86,Jeep,414,指挥官,
86,Jeep,501,指南者,
86,Jeep,502,牧马人,
86,Jeep,836,大切诺基,
86,Jeep,987,自由客,
86,Jeep,1655,自由光,
86,Jeep,1910,自由侠,
32,吉利汽车,129,吉利美日三厢,
32,吉利汽车,130,吉利优利欧,
32,吉利汽车,131,吉利美人豹,
32,吉利汽车,133,吉利豪情SRV,
32,吉利汽车,193,吉利自由舰,
32,吉利汽车,421,吉利金刚三厢,
32,吉利汽车,439,吉利远景,
32,吉利汽车,559,吉利金鹰,
32,吉利汽车,560,吉利熊猫,
32,吉利汽车,661,吉利英伦TX4,
32,吉利汽车,662,吉利中国龙,
32,吉利汽车,669,吉利经典帝豪,
32,吉利汽车,692,吉利金刚2代,
32,吉利汽车,701,吉利海景,
32,吉利汽车,772,吉利EC8,
32,吉利汽车,811,吉利卓越GE,
32,吉利汽车,813,吉利金刚CROSS,
32,吉利汽车,825,吉利美日两厢,
32,吉利汽车,869,吉利熊猫CROSS,
32,吉利汽车,966,吉利SX5,
32,吉利汽车,998,吉利SV5,
32,吉利汽车,1003,吉利SX6,
32,吉利汽车,1007,金刚财富,
32,吉利汽车,1018,吉利SC7-RV,
32,吉利汽车,1019,吉利EC6-RV,
32,吉利汽车,1022,吉利星GS-CC,
32,吉利汽车,1026,吉利豪情,
32,吉利汽车,1029,吉利EV7,
32,吉利汽车,1032,吉利GC6,
32,吉利汽车,1033,吉利GX6,
32,吉利汽车,1045,吉利GX5,
32,吉利汽车,1046,吉利星GS,
32,吉利汽车,1047,吉利GC3,
